Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.6664705276489258	0	15.415384615384616	5.546703269489302	34.0	9.0	15.415384615384616	5.546703269489302	1002	1002
1.0971741676330566	1	16.177419354838708	7.625348629890133	45.0	9.0	16.177419354838708	7.625348629890133	1003	2005
1.4601812362670898	2	18.236363636363638	8.132904292527053	43.0	9.0	18.236363636363638	8.132904292527053	1003	3008
1.8660380840301514	3	19.365384615384617	8.215905882339184	43.0	9.0	19.365384615384617	8.215905882339184	1007	4015
2.2680375576019287	4	18.285714285714285	8.690541421803458	42.0	8.0	18.285714285714285	8.690541421803458	1024	5039
2.638709306716919	5	21.125	11.871929427575509	71.0	9.0	21.125	11.871929427575509	1014	6053
3.0270540714263916	6	21.80851063829787	10.785408381327729	55.0	9.0	21.80851063829787	10.785408381327729	1025	7078
3.4173572063446045	7	20.12	9.729624864299753	47.0	9.0	20.12	9.729624864299753	1006	8084
3.800513982772827	8	22.977272727272727	12.554406391172414	81.0	9.0	22.977272727272727	12.554406391172414	1011	9095
4.2137298583984375	9	25.175	13.315193389508094	70.0	10.0	25.175	13.315193389508094	1007	10102
4.6079113483428955	10	32.903225806451616	21.16502720742279	106.0	11.0	32.903225806451616	21.16502720742279	1020	11122
5.006623268127441	11	26.0	12.657216447747436	79.0	11.0	26.0	12.657216447747436	1014	12136
5.3936309814453125	12	36.5	27.178641824575624	124.0	11.0	36.5	27.178641824575624	1022	13158
5.800653457641602	13	35.56666666666667	22.07514942695116	122.0	13.0	35.56666666666667	22.07514942695116	1067	14225
6.1672117710113525	14	32.41935483870968	19.296956459919397	110.0	12.0	32.41935483870968	19.296956459919397	1005	15230
6.571673393249512	15	33.56666666666667	21.19384082437369	97.0	13.0	33.56666666666667	21.19384082437369	1007	16237
6.956095933914185	16	38.65384615384615	28.17792686004734	158.0	13.0	38.65384615384615	28.17792686004734	1005	17242
7.346969842910767	17	32.0	13.539294664051004	72.0	14.0	32.0	13.539294664051004	1024	18266
7.744648218154907	18	48.0	24.95996794869737	97.0	13.0	48.0	24.95996794869737	1056	19322
8.147857666015625	19	39.61538461538461	24.048151892972058	110.0	13.0	39.61538461538461	24.048151892972058	1030	20352
8.523239135742188	20	42.166666666666664	21.009257218875895	119.0	22.0	42.166666666666664	21.009257218875895	1012	21364
8.924743175506592	21	42.75	21.174375236749412	96.0	13.0	42.75	21.174375236749412	1026	22390
9.338842630386353	22	49.714285714285715	26.21911853725728	132.0	15.0	49.714285714285715	26.21911853725728	1044	23434
9.728319644927979	23	54.526315789473685	19.115627172972026	99.0	20.0	54.526315789473685	19.115627172972026	1036	24470
10.120285034179688	24	55.36842105263158	33.4698773075225	142.0	18.0	55.36842105263158	33.4698773075225	1052	25522
10.506637334823608	25	44.26086956521739	21.57538329813048	100.0	13.0	44.26086956521739	21.57538329813048	1018	26540
10.905968427658081	26	60.588235294117645	29.89207808399963	155.0	24.0	60.588235294117645	29.89207808399963	1030	27570
11.31274127960205	27	67.2	40.013664332741804	169.0	20.0	67.2	40.013664332741804	1008	28578
11.702233076095581	28	59.0	46.322399612739765	189.0	11.0	59.0	46.322399612739765	1003	29581
12.095829486846924	29	52.15	30.209725255288237	129.0	16.0	52.15	30.209725255288237	1043	30624
12.475941181182861	30	58.88235294117647	37.1244050900105	159.0	12.0	58.88235294117647	37.1244050900105	1001	31625
