Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.6449880599975586	0	9.383177570093459	0.7443853365136404	11.0	8.0	9.383177570093459	0.7443853365136404	1004	1004
1.1073479652404785	1	9.392523364485982	0.733153594671222	11.0	8.0	9.392523364485982	0.733153594671222	1005	2009
1.5578699111938477	2	9.392523364485982	0.733153594671222	11.0	8.0	9.392523364485982	0.733153594671222	1005	3014
1.9561529159545898	3	9.401869158878505	0.7594859683704689	11.0	8.0	9.401869158878505	0.7594859683704689	1006	4020
2.3628993034362793	4	9.462264150943396	0.6169695919525454	11.0	8.0	9.462264150943396	0.6169695919525454	1003	5023
2.8310656547546387	5	9.429906542056075	0.7625847528532841	11.0	8.0	9.429906542056075	0.7625847528532841	1009	6032
3.2703773975372314	6	9.333333333333334	0.816496580927726	11.0	8.0	9.333333333333334	0.816496580927726	1008	7040
3.728776693344116	7	9.324074074074074	0.7797044039095805	11.0	8.0	9.324074074074074	0.7797044039095805	1007	8047
4.158899545669556	8	9.247706422018348	0.7799783965810013	11.0	8.0	9.247706422018348	0.7799783965810013	1008	9055
4.590169429779053	9	9.324074074074074	0.7178762880074825	11.0	8.0	9.324074074074074	0.7178762880074825	1007	10062
4.959930419921875	10	9.36448598130841	0.7537138375198488	11.0	8.0	9.36448598130841	0.7537138375198488	1002	11064
