Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.6561996936798096	0	9.342592592592593	0.7221628655570534	11.0	8.0	9.342592592592593	0.7221628655570534	1009	1009
1.1123487949371338	1	9.36448598130841	0.7660131445699504	11.0	8.0	9.36448598130841	0.7660131445699504	1002	2011
1.553318738937378	2	9.351851851851851	0.8423381789291968	11.0	8.0	9.351851851851851	0.8423381789291968	1010	3021
1.968686819076538	3	9.351851851851851	0.6980769194433617	11.0	8.0	9.351851851851851	0.6980769194433617	1010	4031
2.3734419345855713	4	9.49056603773585	0.7300204574397396	11.0	8.0	9.49056603773585	0.7300204574397396	1006	5037
2.8226165771484375	5	9.5	0.7428908348154729	11.0	8.0	9.5	0.7428908348154729	1007	6044
3.2737746238708496	6	9.333333333333334	0.7200822998230957	11.0	8.0	9.333333333333334	0.7200822998230957	1008	7052
3.714482307434082	7	9.383177570093459	0.781142941830537	11.0	8.0	9.383177570093459	0.781142941830537	1004	8056
4.119203805923462	8	9.333333333333334	0.8277591347639632	11.0	8.0	9.333333333333334	0.8277591347639632	1008	9064
4.551028251647949	9	9.256880733944953	0.7090977562913613	11.0	8.0	9.256880733944953	0.7090977562913613	1009	10073
4.98442816734314	10	9.342592592592593	0.8069379369066771	11.0	8.0	9.342592592592593	0.8069379369066771	1009	11082
5.393158197402954	11	9.36448598130841	0.7660131445699504	11.0	8.0	9.36448598130841	0.7660131445699504	1002	12084
5.8448967933654785	12	9.268518518518519	0.7888867153508571	11.0	8.0	9.268518518518519	0.7888867153508571	1001	13085
