Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.676811695098877	0	15.890625	7.009184125800592	37.0	8.0	15.890625	7.009184125800592	1017	1017
1.148843765258789	1	29.857142857142858	21.110786487538757	112.0	10.0	29.857142857142858	21.110786487538757	1045	2062
1.562772512435913	2	36.142857142857146	20.60463589603474	107.0	13.0	36.142857142857146	20.60463589603474	1012	3074
1.9704620838165283	3	59.588235294117645	23.837831582022556	109.0	25.0	59.588235294117645	23.837831582022556	1013	4087
2.3790857791900635	4	61.411764705882355	32.40744072790803	141.0	26.0	61.411764705882355	32.40744072790803	1044	5131
2.7828614711761475	5	76.14285714285714	21.437141143542515	124.0	49.0	76.14285714285714	21.437141143542515	1066	6197
3.1765847206115723	6	114.44444444444444	43.69874422581935	174.0	41.0	114.44444444444444	43.69874422581935	1030	7227
3.5660972595214844	7	96.45454545454545	42.01160799840409	165.0	42.0	96.45454545454545	42.01160799840409	1061	8288
4.023035526275635	8	130.625	41.81189274596404	200.0	70.0	130.625	41.81189274596404	1045	9333
4.454159498214722	9	135.375	26.219923245501693	187.0	104.0	135.375	26.219923245501693	1083	10416
4.952681303024292	10	119.77777777777777	15.668636597978336	140.0	100.0	119.77777777777777	15.668636597978336	1078	11494
5.322996139526367	11	132.75	30.942486971799795	199.0	100.0	132.75	30.942486971799795	1062	12556
5.64017915725708	12	152.71428571428572	29.05027310279438	200.0	100.0	152.71428571428572	29.05027310279438	1069	13625
6.048918724060059	13	122.22222222222223	13.65265768004146	143.0	97.0	122.22222222222223	13.65265768004146	1100	14725
6.365291118621826	14	137.125	35.38515755228455	200.0	94.0	137.125	35.38515755228455	1097	15822
6.771997690200806	15	190.83333333333334	20.49728979374807	200.0	145.0	190.83333333333334	20.49728979374807	1145	16967
7.090724468231201	16	188.83333333333334	22.39357546758048	200.0	139.0	188.83333333333334	22.39357546758048	1133	18100
7.4894819259643555	17	200.0	0.0	200.0	200.0	200.0	0.0	1200	19300
